codigo;nombre;precio_compra;precio_unitario;id_proveedor
0034L1815-250;Jabalina iram 2309 lisa-18 3/4 x 1.5 metros;212;2617345.32;1
0034L1820-250;Jabalina iram 2309 lisa-18 3/4 x 2 metros;15;221057.41;1
0034L1830-250;Jabalina iram 2309 lisa-18 3/4 x 3 metros;38;876964.35;1
0034M16;"Manguito-iram 16 5/8""";3;27889.86;1
0034M18;"Manguito-iram 18 3/4""";5;57735.5;1
0034MA160;Manija L 160;2;114775.08;1
0034MC;Molde c;1;128045.97;1
0034S14;"Sufridera-iram 14 1/2""";1;3433.09;1
0034S16;"Sufridera-iram 16 5/8""";2;7669.22;1
0034S18;"Sufridera-iram 18 3/4""";3;13164.92;1
0034T1;"Tomacable-iram 3/8""";205;911503.67;1
0034T2;"Tomacable-iram 1/2""";77;472756.91;1
0034T22;"Tomacable-iram 5/8""";58;368299.87;1
0034T3;"Tomacable-iram 3/4"" hasta 50mm2";90;736566.68;1
0034T4;"Tomacable-iram 3/4"" p/cable + de 50mm2";21;192466.7;1
0038ACC10-3;"Terminal cobre scc 10 mm² ø5/16""";200;47429.92;1
0038ACC70-1;"Terminal cobre scc 70 mm² ø3/8""";2;2057.43;1
0038LF150-250;Lamina fusible 250v de 150a.;100;162792.65;1
0038PH100-2;Puntera Hueca Preais. Doble 1.00 mm2 ROJO;500;13063.45;1
0038PH250-2;Puntera Hueca Preais. Doble 2.50 mm2 GRIS;100;5351.26;1
0038ZCC6;Union cobre estañada 6mm;50;3831.1;1
0041101;"Union 1"" pvc blanco";961;55926.86;1
004110112;"Union 1 1/2"" pvc blanco";15;3988.51;1
004110114;"Union 1 1/4"" pvc blanco";128;28187.54;1
0041102;"Union 2"" pvc blanco";3;946.84;1
00411034;"Union 3/4"" pvc blanco";2334;98676.6;1
00411058;"Union 5/8"" pvc blanco";5;215.62;1
00411078;"Union 7/8"" pvc blanco";1964;102873.78;1
0041121;"Curva 1"" pvc blanco";444;53346.97;1
004112112;"Curva 1 1/2"" pvc blanco";12;3818.43;1
0041122;"Curva 2""  pvc blanco";12;5661.22;1
00411234;"Curva 3/4"" pvc blanco";732;50539.23;1
00411258;"Curva 5/8"" pvc blanco";12;854.95;1
00411278;"Curva 7/8"" pvc blanco";38;3899.39;1
004131;"Caño flexible 1"" ignifugo blanco norma 320";5064;847266.23;1
00413112;"Caño flexible 1 1/2"" ignifugo blanco norma 320";233;74031.47;1
00413114;"Caño flexible 1 1/4"" ignifugo blanco norma 320";888;204588.77;1
004132;"Caño flexible 2"" ignifugo blanco norma 320";287;135808.96;1
0041334;"Caño flexible 3/4""  ignifugo blanco norma 320";6031;666870;1
0041358;"Caño flexible 5/8""  ignifugo blanco norma 320";493;51947.21;1
0041378;"Caño flexible 7/8""  ignifugo blanco norma 320";2897;409877.89;1
004141;"Caño flexible 1""  ignifugo loza norma 750";1140;343320.28;1
00414112;"Caño flexible 1 1/2""  ignifugo loza norma 750";200;139775.84;1
00414114;"Caño flexible 1 1/4""  ignifugo loza norma 750";175;93642.75;1
004142;"Caño flexible 2""  ignifugo loza norma 750";50;43582.86;1
0041434;"Caño flexible 3/4""  ignifugo loza norma 750";2325;384155.95;1
0041478;"Caño flexible 7/8""  ignifugo loza norma 750";2175;472535.71;1
0041509;"Caño flexible 1/2"" con corte pvc";525;103235.48;1
004151;"Caño flexible 1""  ignifugo loza norma 1250";50;18412.53;1
0041513;"Caño flexible 3/4"" con corte pvc";100;26045.35;1
0041519;"Caño flexible 1"" con corte pvc";100;33968.38;1
0041534;"Caño flexible 3/4""  ignifugo loza norma 1250";225;50693.6;1
0041578;"Caño flexible 7/8""  ignifugo loza norma 1250";125;35213.69;1
004191;"Caño rigido 1"" pvc blanco";699;140559.06;1
00419112;"Caño rigido 1 1/2"" pvc blanco";42;16309.3;1
004192;"Caño rigido 2"" pvc blanco";64;36669.33;1
0041934;"Caño rigido 3/4"" pvc blanco";612;79365.44;1
0041958;"Caño rigido 5/8"" pvc blanco";174;23654.32;1
0041978;"Caño rigido 7/8"" pvc blanco";195;36842.38;1
004616;Conm.3x20a n16 varios usos apta cortinas alum;6;80793.22;1
004616A;Conm.3x20a n16 varios usos apta cortinas polic;1;11275.2;1
00510205/B;Zocalo simple a clip 11.5mm con bornera - oferta;30;13727.04;1
00510205/C;Zocalo combinado a clip estilo europeo;6;1643.2;1
00510205/S;Zocalo simple a clip estilo europeo;512;101908.46;1
00510209/JL-OF;Juego zocalos p/tubo led - oferta;210;67606.27;1
00510209/S;Zocalo simple corto;332;71703.05;1
00510402/J;Juego zocalos 105w;10;7634.3;1
00510402/KL;Juego zocalos 105w cableado;4;4740.68;1
00510421/J;Juego zocalo arrime con escuadra;60;40925.43;1
00510425/S;Zocalo de arrime c/base 9.3mm;200;53508;1
00510430;Zocalo para tubo redondo;1;287.93;1
00510441/S;Zocalo flexible;147;33451.75;1
00510704;Zocalo para lamp.compacta tipo l 2g11;1;539.47;1
00510801/PA;Soporte para tubo t8;1;99.22;1
00510801/PC;Soporte para tubo t8;2;258.65;1
00510901;Chicoleta pvc;2;29.95;1
005240X40X20E;CAJA CONEX.NEGRA CIEGA 40X40X20;10;391500;1
005240X40X35E;CAJA CONEX.NEGRA CIEGA 40X40X35;14;623700;1
005260X20X20E;CAJA CONEX.NEGRA CIEGA 60X20X20;10;391500;1
005260X20X35E;CAJA CONEX.NEGRA CIEGA 60X20X35;14;623700;1
0053D210C;Tornillo bastidor corto 7/8'';900;9538.11;1
0053F100A;"Grampa 5/8"" tipo olmar 16";72;18509.09;1
0053F100B;"Grampa 3/4"" tipo olmar 19";174;46921.52;1
0053F100C;"Grampa 7/8"" tipo olmar 23  apto 1/2 gas";75;22405.98;1
0053F100D;"Grampa 1"" tipo olmar 26  apto 3/4 gas";12;3315.12;1
0053F100E;"Grampa 1 1/4"" tipo olmar 32  apto 1"" gas";107;35898.56;1
0053F100H;"Grampa 2 1/2"" tipo olmar 65  apto 2 gas";130;59183.26;1
0053F101B;Riel tipo olmar 1.22 mt.chapa 0.9mm;328;878196.31;1
0053F102A;Riel din 35mm co-re x 1 mt.;135.2;177760.24;1
0053F102B;Riel din 35mm co-re x 1 mt. troquelado;15.9;23646.24;1
0053F103A;Grampa Omega 5/8'';40;589.42;1
0053F103C;Grampa Omega 7/8'';6;216.28;1
0053F103F;Grampa Omega 1 1/2'';30;1997.19;1
0053F104H;Grampa Media Omega 1 1/2'' liviana;2;203.28;1
0053T5-12W;Liston led interconectable c/tecla 12w luz dia;5;43521.34;1
0053T5-16W;Liston led interconectable c/tecla 16w luz dia;2;17306.7;1
0053T5-5W;Liston led interconectable c/tecla 5w luz dia;7;41768.42;1
0053T5-8W;Liston led interconectable c/tecla 8w luz dia;1;6973.48;1
00551.10;Caja chapa rectangular semipesada ch 18;119;35872.3;1
00551.11;Caja chapa octogonal chica semipesada ch 18;30;9205.53;1
00551.19;Caja chapa rectangular profunda liv.;3;1137.88;1
00551.22;Caja chapa rectangular para durlock;52;8766.09;1
00551.3;Caja chapa octogonal grande liviana;21;10546.31;1
00551.4;Caja chapa 10x10 liviana;112;51741.53;1
0055100018;Caja chapa rectangular liviana aluminizada;2805;410667.08;1
0055100020;Caja chapa octogonal chica liviana aluminizada;1253;186687.46;1
0055100021;Caja chapa 5x5 liviana aluminizada;380;53631.41;1
00552.2;"Conector hierro 3/4""";4080;410900.6;1
00552.3;"Conector hierro 7/8""";893;212258.67;1
00552.4;"Conector hierro 1""";684;142435.35;1
00552.5;"Conector hierro 1 1/4""";14;10719.53;1
00552.6;"Conector hierro 1 1/2""";40;26834.65;1
00552.7;"Conector hierro 2""";19;18598.69;1
00558.1;Tapa hierro oct. chica zincada;44;5148.53;1
00558.2;Tapa hierro oct. grande zincada;3;482.73;1
00558.3;Tapa hierro 10x10 zincada;25;3833.95;1
0057101P;Campana  alarma roja 10cm 220 / 12vca;6;61230.51;1
0057102P;Campana alarma roja 10cm 220vca;3;28162.05;1
0057151;Campana 15cm 220v/12vca mjk;2;36817.9;1
0057151P;Campana 15cm 220v/12vca pintada mjk;2;27066.19;1
0057152;Campana 15cm 220vca mjk;1;16340.94;1
0057152P;Campana 15cm 220vca pintada mjk;2;23177.5;1
0057201P;Campana 20cm 220v/12vca base pvc mjk;2;47260.2;1
0057212;Llamador mus.scuare 220/12v mjk;7;77622.98;1
0057213;Llamador mus.scuare 220/12v cuadrado mjk;1;14049.29;1
0057236;Zumbador rectangular mjk;7;43059.33;1
0057237;Campanilla rectangular mjk;10;67411.96;1
0057326;"Din dong ""a"" electronico 220/12v mjk";5;61638.57;1
0057493;Zumbador 10x10 mjk;5;28885.01;1
0057494;Campanilla 10x10 mjk;22;159790.51;1
0057495;Campanilla dos sonidos 10x10 mjk;1;12531.96;1
0057902;Camp.marinera 90 220vca mjk;9;62325.59;1
0057M0A;Campanilla embutir 10x10 mjk;3;26267.13;1
0057M1A;Zumbador embutir 10x10 mjk;142;1004053.38;1
0057Z12;Zumbador conico 12vca directo mjk;5;16993.44;1
0059BO-C01-B5;Bobina 3tb40/44-3tf40/43 ca.mc1-09/12/16/22 24vca;1;4433.93;1
0059BO-C01-H5;Bobina 3tb40/44-3tf40/43 ca.mc1-09/12/16/22 220vca;2;9579.48;1
0059EC-10-10-B5;Contactor EC 10a 24v;28;146031.28;1
0059EC-10-10-H5;Contactor EC 10a 220v;40;200403.29;1
0059EC-10-10-I5;Contactor EC 10a 380v;2;11330.97;1
0059EC-12-10-B5;Contactor EC 12a 24v;13;80543.38;1
0059EC-12-10-F5;Contactor EC 12a 110v;1;5725.39;1
0059EC-12-10-H5;Contactor EC 12a 220v;18;108900.11;1
0059EC-16-10-B5;Contactor EC 16a 24v;12;82134.35;1
0059EC-16-10-F5;Contactor EC 16a 110v;2;12774.14;1
0059EC-16-10-H5;Contactor EC 16a 220v;16;103401.46;1
0059EC-16-10-I5;Contactor EC 16a 380v;1;6407.09;1
0059EC-22-10-B5;Contactor EC 22a 24v;7;65402.08;1
0059EC-22-10-F5;Contactor EC 22a 110v;6;53674.69;1
0059EC-22-10-H5;Contactor EC 22a 220v;18;163706.72;1
0059MB3-T00;Base nh montero 160a.t00;68;138270.26;1
0059MB3-T01;Base nh montero 250a.t1;3;18306.51;1
0059MB3-T02;Base nh montero 400a.t2;12;70612.43;1
0059MC1-T40-09-T0H5;Cont.tetrapolar-t40-09-t0-h5 ac1 20a ac3 9a;1;8370.14;1
0059MC2-10-10-T0-B5;Contactor t0 mc2-10 1na 5.4hp 24v;4;30389.76;1
0059MC2-12-10-T0-H5;Contactor t0 mc2-12 1na 7.5hp 220v;3;21046.25;1
0059MC2-16-10-T0-H5;Contactor t0 mc2-16 1na 10hp 220v;1;11372.67;1
0059MC2-22-10-T0-B5;Contactor t0 mc2-22 1na 13.6hp 24v;1;8637.3;1
0059MC2-25-00-T1-B5;Contactor t1 mc2-25 15hp 24v;7;97898.88;1
0059MC2-25-00-T1-F5;Contactor t1 mc2-25 15hp 110v;4;51068.25;1
0059MC2-25-00-T1-H5;Contactor t1 mc2-25 15hp 220v;19;197307.81;1
0059MC2-32-00-T1-B5;Contactor t1 mc2-32 20hp 24v;1;17294.84;1
0059MC2-32-00-T1-H5;Contactor t1 mc2-32 20hp 220v;12;195925.64;1
0059MC2-50-00-T2-H5;Contactor t2 mc2-50 30hp 220v;0;0;1
0059MC2-65-21E-T3B5;Contactor t3 mc2-65 2na +1nc 40hp 24v;6;334288.64;1
0059MC2-65-21E-T3H5;Contactor t3 mc2-65 2na +1nc 40hp 220v;2;100753.06;1
0059MC2-AUX-DUO;Contacto auxiliar reversible para mc2;70;89436.62;1
0059MC2-AUX-L;Bloque de contactos auxiliar lateral;2;5366.71;1
0059MC2-EM;Enclavamiento mecanico p/contactor mc2;1;4984.05;1
0059MDA-R-20-20-H5;Contactor modular 2p NA 20A 1 mod 220VCA;5;54311.27;1
0059ME-ET-30;Rele de tiempo 2-30s.p/estrella triang.ME-ET-30;8;153407.6;1
0059ME-PR-10;Rele trif.falta fase-invers-A/B fijo ME-PR-10;6;139725.72;1
0059ME-PR-10V;Rele trif.falta fase-invers-A/B reg.ME-PR10-V;16;559770.58;1
0059ME-PR-A;Rele trif. Falta e inv de fase-asimetria reg.;1;19246.91;1
0059ME-PRT-M;Protector multiuso enchufable 2500w;14;93839.07;1
0059ME-TM-7;Temp.multif.24/220vca 24vcc 0.6seg/30hs ME-TM-7;1;19577.61;1
0059ME-TMF-7;Temp.multif.+cicl+Ret Conex y Desco. 24vca/cc 220v;0;0;1
0059ME-TMF-7V;Temp. multif oscilador simetrico / asimetrico;2;54391.22;1
0059MG1-1.6A;Guardamo.mg1-1.6a rango de 1.00 a 1.6a;1;16205.03;1
0059MG1-6.3A;Guardamo.mg1-6.3a rango de 4 a 6.3a;1;16537.2;1
0059MI-T00;Base nh tripolar montero 160a.t00;40;259018.9;1
0059MX-T01-E;Casetina p/contactores mxt01e 3000;18;133969.8;1
0059PCAPUCHONIP67;Capuchon protector ip67;5;2355.93;1
0059PCRC01E;Botonera monolitica 1nc roja ip65;4;4591.85;1
0059PCVC10E;Botonera monolitica 1na verde ip65;5;5530.2;1
0059PLED-ILRF;Indicador luminoso mp1 led il-r-f (110vcc/vca) (1);2;1620.12;1
0059PLED-ILVF;Indicador luminoso mp1 led il-v-f (110vcc/vca) (1);1;810.06;1
0059PMODCON01E;Modulo 1nc;13;10266.47;1
0059PMODCON10E;Modulo 1na;38;30406.28;1
0059PMODCON11E;Modulo 1na+1nc;2;1759.41;1
0059PMODCON20E;Modulo 2na;1;1435.65;1
0059PMODE;Cabezal golpe de puño con ret.ip65;3;5339.89;2
0059PMODSC2;Cabezal selector 2 pos.maneta corta ip65;36;54755.68;2
0059PMODSC3;Cabezal selector 3 pos.maneta corta ip65;1;2067.34;2
0059PMODSL2;Cabezal selector 2 pos.maneta larga ip65   7214;15;23844.33;2
0059PMODT1;Cuerpo fijacion para botoneras d.22 pvc+metal;40;24778.83;2
0059PMODT2;Cuerpo fijacion para botoneras d.22 pvc;19;7572.8;2
0059PS-T00;Placa separadora intermedia para nh t00;72;77164.81;2
0059PS-T00L;Placa separadora lateral para nh t00;2;1556.25;2
0059TR1-T0-10A;Rele termico tr1-t0 6.3-10a. tipo 3ua50;16;167035.8;2
0059TR1-T0-12.5A;Rele termico tr1-t0 8-12.5a. tipo 3ua50;11;116462.67;2
0059TR1-T0-16A;Rele termico tr1-t0 10-16a. tipo 3ua50;4;41238.94;2
0059TR1-T0-1A;Rele termico tr1-t0 0.63-1a. tipo 3ua50;1;7853.42;2
0059TR1-T0-2.5A;Rele termico tr1-t0 1.6-2.5a. tipo 3ua50;1;8703.28;2
0059TR1-T0-4A;Rele termico tr1-t0 2.5-4a. tipo 3ua50;8;73741.58;2
0059TR1-T0-6.3A;Rele termico tr1-t0 4-6.3a. tipo 3ua50;6;53461.52;2
0059TR1-T1-10A;Rele termico tr1-t1 6.3-10a. tipo 3ua52;4;37653.42;2
0059TR1-T1-12.5A;Rele termico tr1-t1 8-12.5a. tipo 3ua52;1;9740.58;2
0059TR1-T1-16A;Rele termico tr1-t1 10-16a. tipo 3ua52;7;72273.96;2
0059TR1-T1-25A;Rele termico tr1-t1 16-25a. tipo 3ua52;3;25836.16;2
0059TR1-T1-32A;Rele termico tr1-t1 20-32a. tipo 3ua52;1;8050;2
0059TR1-T1-4A;Rele termico tr1-t1 2.5-4a. tipo 3ua52;1;10703.47;2
0059TR1-T2-20A;Rele termico tr1-t2 12.5-20a. tipo 3ua55;2;30743.62;2
0059TR1-T2-32A;Rele termico tr1-t2 20-32a. tipo 3ua55;1;14728.63;2
0060BL1;Microcontacto neumann bl-1;32;82695.65;2
0060BL2;Microcontacto neumann bl-2;15;44855.57;2
0060BL3;Microcontacto neumann bl-3;23;75313.01;2
0060BLR1;Microcontacto neumann blr-1;14;58992.51;2
0060BLR9;Microcontacto neumann blr-9;8;25651.52;2
0060CB132;Limite de carrera neumann cb-132;1;10360.9;2
0060FK1000;Cuerpo solo limite linea fk1000 p/armar;29;343814.84;2
0060FK1001-SET;Set de palanca-tapa-tornillo p/fk-1001;5;13265.27;2
0060FK1002-SET;Set de palanca-tapa-tornillo p/fk-1002;4;11827.6;2
0060FK1003-SET;Set de palanca-tapa-tornillo p/fk-1003;5;12716.38;2
0060FK1005-SET;Set de palanca-portap-tapa-tornillo p/fk-1005;11;39516.4;2
0060FK1006;Limite de carrera neumann fk-1006 armado;2;52341.06;2
0060FK1006-SET;Set de palanca-portap-tapa-tornillo p/fk-1006;3;11010.68;2
0060FK1007;Limite de carrera neumann fk-1007 armado;0;0;2
0060FK1007-SET;Set de palanca-portap-tapa-tornillo p/fk-1007;3;10781.82;2
0060FK1050;Limite de carrera neumann fk-1050 armado;16;459677.75;2
0060FK1060;Limite de carrera neumann fk-1060 armado;8;250990.65;2
0060FK1070;Limite de carrera neumann fk-1070 armado;11;343256.43;2
0060FK1091;Limite de carrera neumann fk-1091 armado;3;85764.86;2
0060FKP1000;Cuerpo solo limite pvc fkp1000 p/armar;29;103755.02;2
0060FKP1001;Set fkp-1001 (palanca+tapa+tornillos);1;1236.47;2
0060FKP1005;Set fkp-1005 (palanca+portapalanca+tapa+tornillos);2;2626.44;2
0060FKP1006;Set fkp-1006 (palanca+portapalanca+tapa+tornillos);16;20789.81;2
0060FKP1008/45;Set fkp-1008/45 (palanca+portapalanca+tapa+tornill;10;14120.94;2
0060FKP1070;Limite carrera pvc fkp-1070 armado;5;45654.39;2
0060MP2;Microcontacto neumann mp-2;36;91545.87;2
0060MPH3R;Microcontacto neumann mph-3r;3;8414.45;2
0060MPR2A;Microcontacto neumann mpr-2a;25;87311.48;2
0060MPR2C;Microcontacto neumann mpr-2c;4;13917.4;2
0060MPR2I;Microcontacto neumann mpr-2i;8;21232.59;2
0060MPR2L;Microcontacto neumann mpr-2l;16;47399.07;2
0060MPR2M;Microcontacto neumann mpr-2m;32;99369.03;2
0060X1BASICO;Microcontacto neumann x-1;5;3403.21;2
0060X1PLR-S;Microcontacto neumann x1plr-s;1;1099.76;2
0060X1PRLR-C;Microcontacto neumann x1prlr-c;1;1669.39;2
0060Z8;Cubremicro neumann z-8;3;600.74;2
00641X1.5B;Cable superastic flex 1x1.5 blanco;100;28624.06;2
00641X1.5C;Cable superastic flex 1x1.5 celeste;200;67879.14;2
00641X1.5M;Cable superastic flex 1x1.5 marron;300;96503.2;2
00641X1.5N;Cable superastic flex 1x1.5 negro;200;67879.14;2
00641X1.5R;Cable superastic flex 1x1.5 rojo;100;33939.57;2
00641X1.5VA;Cable superastic flex 1x1.5 ver/ama;100;28624.06;2
00641X10C;Cable superastic flex 1x10 celeste;10;19824.35;2
00641X10R;Cable superastic flex 1x10 rojo;5;9912.17;2
00641X120N;Cable superastic flex 1x120 negro;1;25388.51;2
00641X1B;Cable superastic flex 1x1 blanco;100;17875.52;2
00641X1C;Cable superastic flex 1x1 celeste;400;71502.08;2
00641X1M;Cable superastic flex 1x1 marron;200;42121.65;2
00641X1N;Cable superastic flex 1x1 negro;200;42195.88;2
00641X1R;Cable superastic flex 1x1 rojo;400;84322.63;2
00641X2.5C;Cable superastic flex 1x2.5 celeste;500;233579.5;2
00641X2.5M;Cable superastic flex 1x2.5 marron;400;193697.25;2
00641X2.5N;Cable superastic flex 1x2.5 negro;200;93989.41;2
00641X2.5R;Cable superastic flex 1x2.5 rojo;300;143178.88;2
00641X2.5VA;Cable superastic flex 1x2.5 ver/ama;300;162287.32;2
00641X4C;Cable superastic flex 1x4 celeste;100;70927.91;2
00641X4M;Cable superastic flex 1x4 marron;0;0;2
00641X4N;Cable superastic flex 1x4 negro;100;70927.91;2
00641X4R;Cable superastic flex 1x4 rojo;0;0;2
00641X6C;Cable superastic flex 1x6 celeste;100;104585.7;2
00641X6N;Cable superastic flex 1x6 negro;100;104585.7;2
00641X95N;Cable superastic flex 1x95 negro;20;348176.8;2
0064AF1.5C;Cable afumex 750 ls0h 1x1.50 celeste;700;189565.12;2
0064AF1.5M;Cable afumex 750 ls0h 1x1.50 marron;230;68020.1;2
0064AF1.5VA;Cable afumex 750 ls0h 1x1.50 v/a;100;32657.89;2
0064AF10003X35+N;Cable afumex 1000 3x35+n x mt.;10;260623.52;2
0064AF10003X4;Cable afumex 1000 3x4 x mt.;75;247252.28;2
0064AF2.5B;Cable afumex 750 ls0h 1x2.50 blanco;138;57492.73;2
0064AF2.5C;Cable afumex 750 ls0h 1x2.50 celeste;30;15489.3;2
0064AF2.5N;Cable afumex 750 ls0h 1x2.50 negro;30;15489.3;2
0064AF2.5VA;Cable afumex 750 ls0h 1x2.50 v/a;30;15489.3;2
0064AF4C;Cable afumex 750 ls0h 1x4 celeste;100;61755.34;2
0064AF4M;Cable afumex 750 ls0h 1x4 marron;100;61755.34;2
0064AF4VA;Cable afumex 750 ls0h 1x4 v/a;100;61755.34;2
0064AF6N;Cable afumex 750 ls0h 1x6 negro;100;115665.17;2
0077CE0750450KF4;Contrafrente entero 750x450 con 4 calados fijo;1;14339;2
0077GA0250200100C;Gabinete estanco metalico 250x200x100 puerta ciega;1;11886.16;2
0077GA0300250100C;Gabinete estanco metalico 300x250x100 puerta ciega;1;15507.62;2
0077GA0600450225C;Gabinete estanco metalico 600x450x225 puerta ciega;1;46141.24;2
0077GA0600450300C;Gabinete estanco metalico 600x450x300 puerta ciega;2;142310;2
0077GA0750450150T;GABINETE ESTANCO METALICO 750X450X150 PUERTA TRANS;1;67649.43;2
0077GA0750750225C;Gabinete estanco metalico 750x750x225 puerta ciega;2;218235.07;2
0077PR1000/81;Caja paso pvc 155x110x76 ip65 blanca u.v.;74;153416.1;2
0077PR1001/110;Caja paso pvc 155x110x104 ip65 blanca u.v.;62;130948.48;2
0077PR1002/110;Caja paso pvc 200x150x104 ip65 blanca u.v.;47;130064.63;2
0077PR1002/67;Caja paso pvc 200x150x61 ip65 blanca u.v.;8;20554.26;2
0077PR1003/110;Caja paso pvc 200x200x104 ip65 blanca u.v.;101;375573.61;2
0077PR1003/157;Caja paso pvc 200x200x150 ip65 blanca u.v.;11;45332.03;2
0077PR1003/81;Caja paso pvc 200x200x75 ip65 blanca u.v.;54;178638.95;2
0077PR1004/170;Caja paso pvc 295x295x150 ip65 blanca u.v.;14;125032.97;2
0077PR1005/81;Caja paso pvc 200x150x76 ip65 blanca u.v.;75;200390.6;2
0077PR1006/81;Caja paso pvc 150x150x76 ip65 blanca u.v.;68;157532.02;2
0077PR1007/110;Caja paso pvc 150x150x104 ip65 blanca u.v.;66;162063.8;2
0077PR1008/100;Caja paso pvc 270x150x90 ip65 blanca u.v.;27;155577.79;2
0077PR1009/109;Caja paso pvc 270x285x100 ip65 blanca u.v.;17;132388.87;2
0077PR1010/106;Caja paso pvc 300x230x100 ip65 blanca u.v.;18;112250.5;2
0077PR1010/136;Caja paso pvc 300x230x130 ip65 blanca u.v.;23;193707.21;2
0077PR1011/108;Caja paso pvc 268x420x98 ip65 blanca u.v.;9;125395.01;2
0077PR1012/95;Caja paso pvc 231x164x95 ip65 blanca u.v.;5;16055.87;2
0077PR401;Caja pvc ext.s/p 4/8 mod.din roker;1;2169.62;2
0077PR403;Caja pvc emb.c/p fume 2/4 mod.din roker;33;64216.7;2
0077PR404;Caja pvc emb.c/p fume 4/8 mod.din roker;44;129361.38;2
0077PR408;Caja pvc ext.c/p fume 4/8 mod.din roker;70;276458.77;2
0077PR409;Caja pvc ext.c/p fume 2/4 mod.din roker;66;125592.48;2
0077PR411;Caja pvc ext.s/p 1/2 mod.din roker;11;9846.55;2
0077PR412;Caja pvc emb.c/p fume 8/12 mod.din roker;45;252594.57;2
0077PR413;Caja pvc ext.c/p fume 8/12 mod.din roker;71;489296.38;2
0077PR416;Caja pvc emb.c/p fume 4/6 mod.din roker;6;16226.83;2
0077PR420;Caja pvc ext.s/p 2/6 mod.din roker;5;6996.16;2
0077PR421;Caja pvc ext.c/p blanca 1/2 mod.din roker;77;117117.16;2
0077PR422;Caja pvc ext c/p fume 2/6 mod din roker;36;114306.24;2
0077PR6010;Caja rect.pvc 80x130x46 roker p/cablecanal;9;11505.14;2
0077PR616;Caja pvc ext.c/p fume 16 mod.din roker;6;48963.33;2
0077PR622;Caja pvc ext.c/p fume 22 mod.din roker;4;31748.7;2
0077PR628;Caja pvc ext.c/p fume 28 mod.din roker;1;13318.21;2
0077PR816;Caja pvc emb.c/p fume 16 mod.din roker;29;198956.36;2
0077PR822;Caja pvc emb.c/p fume 22 mod.din roker;14;88847.99;2
0077PR828;Caja pvc emb.c/p fume 28 mod.din roker;3;20879.57;2
0077PR994/35;Caja paso pvc 61x61x31 ip65 blanca u.v.;4;4598.48;2
0077PR995/67;Caja paso pvc 158x89x62 ip65 blanca u.v.;4;7341.32;2
0077PR996/54;Caja paso pvc 78x78x50 ip65 blanca u.v.;223;353097.35;2
0077PR997/75;Caja paso pvc 79x78x70 ip65 blanca u.v.;163;232188.3;2
0077PR998/50;Caja paso pvc 104x104x45 ip65 blanca u.v.;7;21661.43;2
0077PR998/67;Caja paso pvc 104x104x62 ip65 blanca u.v.;101;151805.27;2
0077PR998/81;Caja paso pvc 104x104x76 ip65 blanca u.v.;369;586363.03;2
0077PR999/110;Caja paso pvc 104x104x104 ip65 blanca u.v.;108;220812.64;2
0077PRD554;Gab estanco p/din 54 bocas 435x525x180 gris;2;60808.14;2
0077PRE249;Caja estanca din ext c/puerta 3 modulos;1;4643.91;2
0077PRE250;Caja estanca din ext c/puerta 4 modulos;12;61712.99;2
0077PRE251;Caja estanca din ext c/puerta 7 modulos;9;48238.84;2
0077PRE252;Caja estanca din ext c/puerta 9 modulos;57;413296.33;2
0077PRE253;Caja estanca din ext c/puerta 12 modulos;7;78919.41;2
0077PRE254;Caja estanca din ext c/puerta 18 modulos;52;691063.37;2
0077PRE255;Caja estanca din ext c/puerta 24 modulos;4;69984.29;2
0077PRE260/M;Gab.p/tomas (ciego) y 12 polos 28x30x11 ip55;11;187019.89;2
0077PRE261/M;Gab.p/tomas (ciego) y 12 polos 28x43x11 ip55;10;227927.63;2
0077PRE269;Caja estanca din emb c/puerta 3 modulos;1;4228.87;2
0077PRE270;Caja estanca din emb c/puerta 4 modulos;2;10285.12;2
0077PRE271;Caja estanca din emb c/puerta 7 modulos;2;11129.11;2
0077PRE272;Caja estanca din emb c/puerta 9 modulos;3;23976.88;2
0077PRE273;Caja estanca din emb c/puerta 12 modulos;8;83578.02;2
0077PRE275;Caja estanca din emb c/puerta  24 modulos;4;71199.55;2
0077PRE277;Caja estanca din emb c/puerta  36 modulos;1;29684.96;2
0077PRG347;Gabinete 550x637x280 ip65 tapa gris;1;88198.12;2
0077PRG348;Gabinete 395x495x155 ip65 tapa gris;1;34843.77;2
0077PRG352/1;Gabinete 330x310x180 ip65 tapa cristal;1;26615.53;2
0077PRG353;Gabinete 325x310x210 ip65 tapa gris;1;20171.83;2
0077PRG356;Gabinete 245x230x145 ip65 tapa gris;1;12495.6;2
0077R216;Tortuga plastica p/lamp 75w exterior;1;5154.94;2
0077R500;Tapa cinco modulos din;25.3;43734.62;2
0077RD0450X;Riel din 450;4;3146.23;2
0077SO150;Soportes p/riel y porta elementos 150mm - kit x2;4;6143.36;2
0077ZM510;Caja pvc din ip40 10 mod.exterior fume;9;70146.02;2
0077ZM518;Caja pvc din ip40 18 mod.exterior fume;13;148003.13;2
0077ZM524;Caja pvc din ip40 24 mod.exterior fume;16;204996.36;2
0077ZM536;Caja pvc din ip40 36 mod.exterior fume;11;204691.6;2
0077ZM548;Caja pvc din ip40 48 mod.exterior fume;2;59419.78;2
0077ZM572;Caja pvc din ip40 72 mod.exterior fume;3;117732.54;2
0077ZM710;Caja pvc din ip40 10 mod.embutir fume;5;34092.33;2
